ZIP Census Tabulation Area,FIPS state,vtd,fedRep,stateSen,stateRep,sduni,sdelm,sdsec,State Postal Code,county,Voting District Name,Elementary School District Name,Secondary School District Name,Unified School District Name
15001,42,5,12,47,16,2130,99999,99999,PA,Beaver PA,ALIQUIPPA VTD 01,4299999,4299999,Aliquippa School District
15001,42,15,12,47,16,2130,99999,99999,PA,Beaver PA,ALIQUIPPA VTD 02,4299999,4299999,Aliquippa School District
15001,42,26,12,47,16,2130,99999,99999,PA,Beaver PA,ALIQUIPPA VTD 03,4299999,4299999,Aliquippa School District
15001,42,36,12,47,16,2130,99999,99999,PA,Beaver PA,ALIQUIPPA VTD 04,4299999,4299999,Aliquippa School District
15001,42,45,12,47,16,2130,99999,99999,PA,Beaver PA,ALIQUIPPA VTD 05,4299999,4299999,Aliquippa School District
15001,42,55,12,47,16,2130,99999,99999,PA,Beaver PA,ALIQUIPPA VTD 06*,4299999,4299999,Aliquippa School District
15001,42,56,12,47,16,2130,99999,99999,PA,Beaver PA,4200756,4299999,4299999,Aliquippa School District
15001,42,65,12,47,16,2130,99999,99999,PA,Beaver PA,ALIQUIPPA VTD 07,4299999,4299999,Aliquippa School District
15001,42,75,12,47,16,2130,99999,99999,PA,Beaver PA,ALIQUIPPA VTD 08,4299999,4299999,Aliquippa School District
15001,42,490,12,47,15,824,99999,99999,PA,Beaver PA,CENTER TWP VTD 01,4299999,4299999,Center Valley School District
15001,42,520,12,47,15,824,99999,99999,PA,Beaver PA,CENTER TWP VTD 04,4299999,4299999,Center Valley School District
15001,42,530,12,47,15,824,99999,99999,PA,Beaver PA,CENTER TWP VTD 05*,4299999,4299999,Center Valley School District
15001,42,550,12,47,15,824,99999,99999,PA,Beaver PA,CENTER TWP VTD 07,4299999,4299999,Center Valley School District
15001,42,560,12,47,15,824,99999,99999,PA,Beaver PA,CENTER TWP VTD 08,4299999,4299999,Center Valley School District
15001,42,840,12,46,15,22230,99999,99999,PA,Beaver PA,GREENE TWP Voting District*,4299999,4299999,South Side Area School District
15001,42,850,12,46,46,22230,99999,99999,PA,Beaver PA,HANOVER TWP VTD EAST,4299999,4299999,South Side Area School District
15001,42,940,12,47,15,12030,99999,99999,PA,Beaver PA,HOPEWELL TWP VTD 01,4299999,4299999,Hopewell Area School District
15001,42,950,12,47,15,12030,99999,99999,PA,Beaver PA,HOPEWELL TWP VTD 02,4299999,4299999,Hopewell Area School District
15001,42,960,12,47,15,12030,99999,99999,PA,Beaver PA,HOPEWELL TWP VTD 03*,4299999,4299999,Hopewell Area School District
15001,42,975,12,47,15,12030,99999,99999,PA,Beaver PA,HOPEWELL TWP VTD 04,4299999,4299999,Hopewell Area School District
15001,42,985,12,47,15,12030,99999,99999,PA,Beaver PA,HOPEWELL TWP VTD 05,4299999,4299999,Hopewell Area School District
15001,42,995,12,47,15,12030,99999,99999,PA,Beaver PA,HOPEWELL TWP VTD 06,4299999,4299999,Hopewell Area School District
15001,42,1005,12,47,15,12030,99999,99999,PA,Beaver PA,HOPEWELL TWP VTD 07*,4299999,4299999,Hopewell Area School District
15001,42,1015,12,47,15,12030,99999,99999,PA,Beaver PA,HOPEWELL TWP VTD 08*,4299999,4299999,Hopewell Area School District
15001,42,1025,12,47,15,12030,99999,99999,PA,Beaver PA,HOPEWELL TWP VTD 09*,4299999,4299999,Hopewell Area School District
15001,42,1040,12,46,15,12030,99999,99999,PA,Beaver PA,INDEPENDENCE TWP Voting District*,4299999,4299999,Hopewell Area School District
15001,42,1390,12,47,15,824,99999,99999,PA,Beaver PA,POTTER TWP Voting District*,4299999,4299999,Center Valley School District
15001,42,1410,12,46,15,12030,99999,99999,PA,Beaver PA,RACCOON TWP VTD 01*,4299999,4299999,Hopewell Area School District
15001,42,1420,12,46,15,12030,99999,99999,PA,Beaver PA,RACCOON TWP VTD 02*,4299999,4299999,Hopewell Area School District
15001,42,1500,12,47,15,22230,99999,99999,PA,Beaver PA,SHIPPINGPORT Voting District*,4299999,4299999,South Side Area School District
15003,42,310,12,37,16,19860,99999,99999,PA,Allegheny PA,BELL ACRES Voting District*,4299999,4299999,Quaker Valley School District
15003,42,3150,18,37,16,19860,99999,99999,PA,Allegheny PA,LEET TWP DIST 01,4299999,4299999,Quaker Valley School District
15003,42,3161,18,37,16,19860,99999,99999,PA,Allegheny PA,LEETSDALE DIST 01*,4299999,4299999,Quaker Valley School District
15003,42,155,12,47,16,2440,99999,99999,PA,Beaver PA,AMBRIDGE VTD 01,4299999,4299999,Ambridge Area School District
15003,42,165,12,47,16,2440,99999,99999,PA,Beaver PA,AMBRIDGE VTD 02*,4299999,4299999,Ambridge Area School District
15003,42,175,12,47,16,2440,99999,99999,PA,Beaver PA,AMBRIDGE VTD 03,4299999,4299999,Ambridge Area School District
15003,42,185,12,47,16,2440,99999,99999,PA,Beaver PA,AMBRIDGE VTD 04,4299999,4299999,Ambridge Area School District
15003,42,195,12,47,16,2440,99999,99999,PA,Beaver PA,AMBRIDGE VTD 05,4299999,4299999,Ambridge Area School District
15003,42,735,12,47,16,2440,99999,99999,PA,Beaver PA,ECONOMY VTD 05,4299999,4299999,Ambridge Area School District
15003,42,875,12,47,16,2440,99999,99999,PA,Beaver PA,HARMONY TWP VTD 01*,4299999,4299999,Ambridge Area School District
15003,42,885,12,47,16,2440,99999,99999,PA,Beaver PA,HARMONY TWP VTD 02,4299999,4299999,Ambridge Area School District
15003,42,905,12,47,16,2440,99999,99999,PA,Beaver PA,HARMONY TWP VTD 03,4299999,4299999,Ambridge Area School District
15004,42,1590,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 05,4299999,4299999,Burgettstown Area School District
15005,42,3231,12,40,28,17010,99999,99999,PA,Allegheny PA,MARSHALL TWP DIST 03,4299999,4299999,North Allegheny School District
15005,42,PR1311,12,40,28,17010,99999,99999,PA,Allegheny PA,42003PR1311,4299999,4299999,North Allegheny School District
15005,42,250,12,47,16,2440,99999,99999,PA,Beaver PA,BADEN VTD 01,4299999,4299999,Ambridge Area School District
15005,42,265,12,47,16,2440,99999,99999,PA,Beaver PA,BADEN VTD 02,4299999,4299999,Ambridge Area School District
15005,42,275,12,47,16,2440,99999,99999,PA,Beaver PA,BADEN VTD 03,4299999,4299999,Ambridge Area School District
15005,42,610,12,47,16,10380,99999,99999,PA,Beaver PA,CONWAY VTD 01,4299999,4299999,Freedom Area School District
15005,42,695,12,47,16,2440,99999,99999,PA,Beaver PA,ECONOMY VTD 01*,4299999,4299999,Ambridge Area School District
15005,42,705,12,47,10,2440,99999,99999,PA,Beaver PA,ECONOMY VTD 02*,4299999,4299999,Ambridge Area School District
15005,42,710,12,47,16,2440,99999,99999,PA,Beaver PA,ECONOMY VTD 03,4299999,4299999,Ambridge Area School District
15005,42,720,12,47,16,2440,99999,99999,PA,Beaver PA,ECONOMY VTD 04*,4299999,4299999,Ambridge Area School District
15005,42,735,12,47,16,2440,99999,99999,PA,Beaver PA,ECONOMY VTD 05,4299999,4299999,Ambridge Area School District
15005,42,905,12,47,16,2440,99999,99999,PA,Beaver PA,HARMONY TWP VTD 03,4299999,4299999,Ambridge Area School District
15006,42,G271,12,40,33,7540,99999,99999,PA,Allegheny PA,WEST DEER TWP DIST 01*,4299999,4299999,Deer Lakes School District
15006,42,G325,12,40,33,7540,99999,99999,PA,Allegheny PA,WEST DEER TWP DIST 08*,4299999,4299999,Deer Lakes School District
15007,42,E320,12,40,28,2850,99999,99999,PA,Allegheny PA,RICHLAND TWP DIST 03,4299999,4299999,Pine-Richland School District
15007,42,E330,12,40,28,2850,99999,99999,PA,Allegheny PA,RICHLAND TWP DIST 04*,4299999,4299999,Pine-Richland School District
15009,42,290,12,47,15,3120,99999,99999,PA,Beaver PA,BEAVER WD 01*,4299999,4299999,Beaver Area School District
15009,42,300,12,47,15,3120,99999,99999,PA,Beaver PA,BEAVER WD 02*,4299999,4299999,Beaver Area School District
15009,42,310,12,47,15,3120,99999,99999,PA,Beaver PA,BEAVER WD 03 ED 01*,4299999,4299999,Beaver Area School District
15009,42,420,12,47,14,3120,99999,99999,PA,Beaver PA,BRIDGEWATER Voting District*,4299999,4299999,Beaver Area School District
15009,42,435,12,47,15,3120,99999,99999,PA,Beaver PA,BRIGHTON TWP VTD 01,4299999,4299999,Beaver Area School District
15009,42,440,12,47,15,3120,99999,99999,PA,Beaver PA,BRIGHTON TWP VTD 02*,4299999,4299999,Beaver Area School District
15009,42,450,12,47,15,3120,99999,99999,PA,Beaver PA,BRIGHTON TWP VTD 03*,4299999,4299999,Beaver Area School District
15009,42,460,12,47,15,3120,99999,99999,PA,Beaver PA,BRIGHTON TWP VTD 04*,4299999,4299999,Beaver Area School District
15009,42,465,12,47,15,3120,99999,99999,PA,Beaver PA,BRIGHTON TWP VTD 05,4299999,4299999,Beaver Area School District
15009,42,600,12,47,14,3688,99999,99999,PA,Beaver PA,CHIPPEWA TWP VTD 04*,4299999,4299999,Blackhawk School District
15009,42,1055,12,47,14,26040,99999,99999,PA,Beaver PA,INDUSTRY Voting District*,4299999,4299999,Western Beaver County School District
15009,42,1350,12,47,14,26040,99999,99999,PA,Beaver PA,OHIOVILLE VTD 02*,4299999,4299999,Western Beaver County School District
15009,42,1535,12,47,15,3120,99999,99999,PA,Beaver PA,VANPORT TWP Voting District*,4299999,4299999,Beaver Area School District
15010,42,325,12,47,14,3630,99999,99999,PA,Beaver PA,BEAVER FALLS VTD 01*,4299999,4299999,Big Beaver Falls Area School District
15010,42,335,12,47,14,3630,99999,99999,PA,Beaver PA,BEAVER FALLS VTD 02*,4299999,4299999,Big Beaver Falls Area School District
15010,42,345,12,47,14,3630,99999,99999,PA,Beaver PA,BEAVER FALLS VTD 03*,4299999,4299999,Big Beaver Falls Area School District
15010,42,355,12,47,14,3630,99999,99999,PA,Beaver PA,BEAVER FALLS VTD 04,4299999,4299999,Big Beaver Falls Area School District
15010,42,365,12,47,14,3630,99999,99999,PA,Beaver PA,BEAVER FALLS VTD 05,4299999,4299999,Big Beaver Falls Area School District
15010,42,375,12,47,14,3630,99999,99999,PA,Beaver PA,BEAVER FALLS VTD 06*,4299999,4299999,Big Beaver Falls Area School District
15010,42,405,12,47,14,3630,99999,99999,PA,Beaver PA,BIG BEAVER Voting District*,4299999,4299999,Big Beaver Falls Area School District
15010,42,570,12,47,14,3688,99999,99999,PA,Beaver PA,CHIPPEWA TWP VTD 01*,4299999,4299999,Blackhawk School District
15010,42,580,12,47,14,3630,99999,99999,PA,Beaver PA,CHIPPEWA TWP VTD 02*,4299999,4299999,Big Beaver Falls Area School District
15010,42,580,12,47,14,3688,99999,99999,PA,Beaver PA,CHIPPEWA TWP VTD 02*,4299999,4299999,Blackhawk School District
15010,42,590,12,47,14,3688,99999,99999,PA,Beaver PA,CHIPPEWA TWP VTD 03*,4299999,4299999,Blackhawk School District
15010,42,600,12,47,14,3688,99999,99999,PA,Beaver PA,CHIPPEWA TWP VTD 04*,4299999,4299999,Blackhawk School District
15010,42,630,12,47,9,3688,99999,99999,PA,Beaver PA,DARLINGTON TWP Voting District*,4299999,4299999,Blackhawk School District
15010,42,680,12,47,14,3630,99999,99999,PA,Beaver PA,EASTVALE Voting District*,4299999,4299999,Big Beaver Falls Area School District
15010,42,750,12,47,14,16530,99999,99999,PA,Beaver PA,FALLSTON Voting District*,4299999,4299999,New Brighton Area School District
15010,42,920,12,47,14,3630,99999,99999,PA,Beaver PA,HOMEWOOD Voting District*,4299999,4299999,Big Beaver Falls Area School District
15010,42,1080,12,47,10,17430,99999,99999,PA,Beaver PA,MARION TWP Voting District*,4299999,4299999,Riverside Beaver County School District
15010,42,1300,12,47,10,17430,99999,99999,PA,Beaver PA,NORTH SEWICKLEY TWP VTD 02,4299999,4299999,Riverside Beaver County School District
15010,42,1310,12,47,10,17430,99999,99999,PA,Beaver PA,NORTH SEWICKLEY TWP VTD 03*,4299999,4299999,Riverside Beaver County School District
15010,42,1330,12,47,10,17430,99999,99999,PA,Beaver PA,NORTH SEWICKLEY TWP VTD 05*,4299999,4299999,Riverside Beaver County School District
15010,42,1350,12,47,14,26040,99999,99999,PA,Beaver PA,OHIOVILLE VTD 02*,4299999,4299999,Western Beaver County School District
15010,42,1360,12,47,15,3688,99999,99999,PA,Beaver PA,PATTERSON TWP VTD 01,4299999,4299999,Blackhawk School District
15010,42,1370,12,47,15,3688,99999,99999,PA,Beaver PA,PATTERSON TWP VTD 02,4299999,4299999,Blackhawk School District
15010,42,1380,12,47,15,3688,99999,99999,PA,Beaver PA,PATTERSON HEIGHTS Voting District*,4299999,4299999,Blackhawk School District
15010,42,1510,12,47,14,3688,99999,99999,PA,Beaver PA,SOUTH BEAVER TWP Voting District*,4299999,4299999,Blackhawk School District
15010,42,1550,12,47,14,3688,99999,99999,PA,Beaver PA,WEST MAYFIELD Voting District*,4299999,4299999,Blackhawk School District
15010,42,1560,12,47,14,3630,99999,99999,PA,Beaver PA,WHITE TWP Voting District*,4299999,4299999,Big Beaver Falls Area School District
15012,42,10,9,32,58,3210,99999,99999,PA,Fayette PA,BELLE VERNON Voting District*,4299999,4299999,Belle Vernon Area School District
15012,42,710,9,32,52,10350,99999,99999,PA,Fayette PA,PERRY TWP DIST 03,4299999,4299999,Frazier School District
15012,42,1090,9,32,58,3210,99999,99999,PA,Fayette PA,WASHINGTON TWP DIST 03,4299999,4299999,Belle Vernon Area School District
15012,42,1070,9,32,49,3210,99999,99999,PA,Fayette PA,WASHINGTON TWP DIST 01,4299999,4299999,Belle Vernon Area School District
15012,42,1090,9,32,49,3210,99999,99999,PA,Fayette PA,WASHINGTON TWP DIST 03,4299999,4299999,Belle Vernon Area School District
15012,42,1070,9,32,49,3210,99999,99999,PA,Fayette PA,WASHINGTON TWP DIST 01,4299999,4299999,Belle Vernon Area School District
15012,42,1070,9,32,49,3210,99999,99999,PA,Fayette PA,WASHINGTON TWP DIST 01,4299999,4299999,Belle Vernon Area School District
15012,42,1090,9,32,58,3210,99999,99999,PA,Fayette PA,WASHINGTON TWP DIST 03,4299999,4299999,Belle Vernon Area School District
15012,42,1700,9,32,49,5640,99999,99999,PA,Washington PA,SPEERS Voting District*,4299999,4299999,Charleroi School District
15012,42,1890,9,39,58,3210,99999,99999,PA,Westmoreland PA,NORTH BELLE VERNON DIST 01,4299999,4299999,Belle Vernon Area School District
15012,42,1900,9,39,58,3210,99999,99999,PA,Westmoreland PA,NORTH BELLE VERNON DIST 02,4299999,4299999,Belle Vernon Area School District
15012,42,2310,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD COLLINSBURG,4299999,4299999,Belle Vernon Area School District
15012,42,2340,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD FELLSBURG,4299999,4299999,Belle Vernon Area School District
15012,42,2350,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD LYNNWOOD*,4299999,4299999,Belle Vernon Area School District
15012,42,2360,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD PRICEDALE,4299999,4299999,Belle Vernon Area School District
15012,42,2380,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD WEBSTER,4299999,4299999,Belle Vernon Area School District
15012,42,2310,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD COLLINSBURG,4299999,4299999,Belle Vernon Area School District
15012,42,2320,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD CONCORD,4299999,4299999,Belle Vernon Area School District
15012,42,2330,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD CROSS ROADS,4299999,4299999,Belle Vernon Area School District
15012,42,2340,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD FELLSBURG,4299999,4299999,Belle Vernon Area School District
15012,42,2350,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD LYNNWOOD*,4299999,4299999,Belle Vernon Area School District
15012,42,2360,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD PRICEDALE,4299999,4299999,Belle Vernon Area School District
15012,42,2370,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD VAN METER,4299999,4299999,Belle Vernon Area School District
15012,42,2380,18,39,58,3210,99999,99999,PA,Westmoreland PA,ROSTRAVER TWP VTD WEBSTER,4299999,4299999,Belle Vernon Area School District
15014,42,650,14,45,33,11880,99999,99999,PA,Allegheny PA,BRACKENRIDGE WD 01*,4299999,4299999,Highlands School District
15014,42,660,14,45,33,11880,99999,99999,PA,Allegheny PA,BRACKENRIDGE WD 02*,4299999,4299999,Highlands School District
15014,42,670,14,45,33,11880,99999,99999,PA,Allegheny PA,BRACKENRIDGE WD 03*,4299999,4299999,Highlands School District
15015,42,770,12,40,28,17010,99999,99999,PA,Allegheny PA,BRADFORD WOODS Voting District*,4299999,4299999,North Allegheny School District
15015,42,3225,12,40,28,17010,99999,99999,PA,Allegheny PA,MARSHALL TWP DIST 02*,4299999,4299999,North Allegheny School District
15017,42,871,18,37,45,5700,99999,99999,PA,Allegheny PA,BRIDGEVILLE DIST 01*,4299999,4299999,Chartiers Valley School District
15017,42,881,18,37,45,5700,99999,99999,PA,Allegheny PA,BRIDGEVILLE DIST 02*,4299999,4299999,Chartiers Valley School District
15017,42,891,18,37,45,5700,99999,99999,PA,Allegheny PA,BRIDGEVILLE DIST 03*,4299999,4299999,Chartiers Valley School District
15017,42,901,18,37,45,5700,99999,99999,PA,Allegheny PA,BRIDGEVILLE DIST 04*,4299999,4299999,Chartiers Valley School District
15017,42,1281,18,37,44,5700,99999,99999,PA,Allegheny PA,COLLIER TWP WD 01,4299999,4299999,Chartiers Valley School District
15017,42,1281,18,37,45,5700,99999,99999,PA,Allegheny PA,COLLIER TWP WD 01,4299999,4299999,Chartiers Valley School District
15017,42,1320,18,37,45,5700,99999,99999,PA,Allegheny PA,COLLIER TWP WD 04,4299999,4299999,Chartiers Valley School District
15017,42,E841,18,42,42,5700,99999,99999,PA,Allegheny PA,SCOTT TWP WD 03 DIST 01,4299999,4299999,Chartiers Valley School District
15017,42,E850,18,42,42,5700,99999,99999,PA,Allegheny PA,SCOTT TWP WD 03 DIST 02,4299999,4299999,Chartiers Valley School District
15017,42,E980,18,42,42,5700,99999,99999,PA,Allegheny PA,SCOTT TWP WD 08 DIST 02,4299999,4299999,Chartiers Valley School District
15017,42,F391,18,37,45,20580,99999,99999,PA,Allegheny PA,SOUTH FAYETTE TWP DIST 01*,4299999,4299999,South Fayette Township School District
15017,42,F401,18,37,45,20580,99999,99999,PA,Allegheny PA,SOUTH FAYETTE TWP DIST 02*,4299999,4299999,South Fayette Township School District
15017,42,F421,18,37,45,20580,99999,99999,PA,Allegheny PA,SOUTH FAYETTE TWP DIST 04*,4299999,4299999,South Fayette Township School District
15017,42,F431,18,37,46,20580,99999,99999,PA,Allegheny PA,SOUTH FAYETTE TWP DIST 05*,4299999,4299999,South Fayette Township School District
15017,42,F441,18,37,45,20580,99999,99999,PA,Allegheny PA,SOUTH FAYETTE TWP DIST 06*,4299999,4299999,South Fayette Township School District
15017,42,F442,18,37,45,20580,99999,99999,PA,Allegheny PA,42003F442,4299999,4299999,South Fayette Township School District
15017,42,PR1318,18,37,45,20580,99999,99999,PA,Allegheny PA,42003PR1318,4299999,4299999,South Fayette Township School District
15017,42,PR1320,18,37,45,20580,99999,99999,PA,Allegheny PA,42003PR1320,4299999,4299999,South Fayette Township School District
15017,42,PR1321,18,37,45,20580,99999,99999,PA,Allegheny PA,42003PR1321,4299999,4299999,South Fayette Township School District
15017,42,PR1330,18,37,45,20580,99999,99999,PA,Allegheny PA,42003PR1330,4299999,4299999,South Fayette Township School District
15017,42,350,18,46,46,4890,99999,99999,PA,Washington PA,CECIL TWP VTD 01,4299999,4299999,Canon-McMillan School District
15017,42,400,18,46,46,4890,99999,99999,PA,Washington PA,CECIL TWP VTD 06,4299999,4299999,Canon-McMillan School District
15017,42,1410,18,37,40,18960,99999,99999,PA,Washington PA,PETERS TWP VTD A 3*,4299999,4299999,Peters Township School District
15017,42,1450,18,37,40,18960,99999,99999,PA,Washington PA,PETERS TWP VTD C 1*,4299999,4299999,Peters Township School District
15018,42,2001,18,45,39,9090,99999,99999,PA,Allegheny PA,ELIZABETH TWP WD 03 DIST 02,4299999,4299999,Elizabeth Forward School District
15018,42,2011,18,45,35,9090,99999,99999,PA,Allegheny PA,ELIZABETH TWP WD 04 DIST 02,4299999,4299999,Elizabeth Forward School District
15018,42,2011,18,45,39,9090,99999,99999,PA,Allegheny PA,ELIZABETH TWP WD 04 DIST 02,4299999,4299999,Elizabeth Forward School District
15018,42,2030,18,45,39,9090,99999,99999,PA,Allegheny PA,ELIZABETH TWP WD 06,4299999,4299999,Elizabeth Forward School District
15019,42,1510,18,46,46,9960,99999,99999,PA,Washington PA,ROBINSON TWP VTD 01*,4299999,4299999,Fort Cherry School District
15019,42,1520,18,46,46,9960,99999,99999,PA,Washington PA,ROBINSON TWP VTD 02*,4299999,4299999,Fort Cherry School District
15019,42,1560,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 02,4299999,4299999,Burgettstown Area School District
15019,42,1560,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 02,4299999,4299999,Burgettstown Area School District
15019,42,1610,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 07,4299999,4299999,Burgettstown Area School District
15019,42,1560,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 02,4299999,4299999,Burgettstown Area School District
15019,42,1570,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 03,4299999,4299999,Burgettstown Area School District
15019,42,1580,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 04,4299999,4299999,Burgettstown Area School District
15019,42,1610,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 07,4299999,4299999,Burgettstown Area School District
15020,42,2291,18,46,39,9090,99999,99999,PA,Allegheny PA,FORWARD TWP DIST 02*,4299999,4299999,Elizabeth Forward School District
15020,42,2300,18,46,39,9090,99999,99999,PA,Allegheny PA,FORWARD TWP DIST 03*,4299999,4299999,Elizabeth Forward School District
15021,42,95,18,46,46,4500,99999,99999,PA,Washington PA,BURGETTSTOWN Voting District*,4299999,4299999,Burgettstown Area School District
15021,42,630,18,46,46,2760,99999,99999,PA,Washington PA,CROSS CREEK TWP VTD 01,4299999,4299999,Avella Area School District
15021,42,630,18,46,46,2760,99999,99999,PA,Washington PA,CROSS CREEK TWP VTD 01,4299999,4299999,Avella Area School District
15021,42,650,18,46,46,2760,99999,99999,PA,Washington PA,CROSS CREEK TWP VTD 03,4299999,4299999,Avella Area School District
15021,42,970,18,46,46,4500,99999,99999,PA,Washington PA,HANOVER TWP VTD 02,4299999,4299999,Burgettstown Area School District
15021,42,960,18,46,46,4500,99999,99999,PA,Washington PA,HANOVER TWP VTD 01,4299999,4299999,Burgettstown Area School District
15021,42,970,18,46,46,4500,99999,99999,PA,Washington PA,HANOVER TWP VTD 02,4299999,4299999,Burgettstown Area School District
15021,42,1030,18,46,46,4500,99999,99999,PA,Washington PA,JEFFERSON TWP Voting District*,4299999,4299999,Burgettstown Area School District
15021,42,1510,18,46,46,9960,99999,99999,PA,Washington PA,ROBINSON TWP VTD 01*,4299999,4299999,Fort Cherry School District
15021,42,1590,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 05,4299999,4299999,Burgettstown Area School District
15021,42,1560,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 02,4299999,4299999,Burgettstown Area School District
15021,42,1610,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 07,4299999,4299999,Burgettstown Area School District
15021,42,1600,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 06,4299999,4299999,Burgettstown Area School District
15021,42,1550,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 01,4299999,4299999,Burgettstown Area School District
15021,42,1550,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 01,4299999,4299999,Burgettstown Area School District
15021,42,1560,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 02,4299999,4299999,Burgettstown Area School District
15021,42,1570,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 03,4299999,4299999,Burgettstown Area School District
15021,42,1580,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 04,4299999,4299999,Burgettstown Area School District
15021,42,1590,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 05,4299999,4299999,Burgettstown Area School District
15021,42,1600,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 06,4299999,4299999,Burgettstown Area School District
15021,42,1610,18,46,46,4500,99999,99999,PA,Washington PA,SMITH TWP VTD 07,4299999,4299999,Burgettstown Area School District
15022,42,330,9,46,49,20400,99999,99999,PA,Washington PA,CARROLL TWP VTD 04,4299999,4299999,Ringgold School District
15022,42,470,9,32,49,5640,99999,99999,PA,Washington PA,CHARLEROI VTD 01,4299999,4299999,Charleroi School District
15022,42,485,9,32,49,5640,99999,99999,PA,Washington PA,CHARLEROI VTD 02,4299999,4299999,Charleroi School District
15022,42,490,9,32,49,5640,99999,99999,PA,Washington PA,CHARLEROI VTD 03,4299999,4299999,Charleroi School District
15022,42,500,9,32,49,5640,99999,99999,PA,Washington PA,CHARLEROI VTD 04,4299999,4299999,Charleroi School District
15022,42,510,9,32,49,5640,99999,99999,PA,Washington PA,42125510,4299999,4299999,Charleroi School District
15022,42,520,9,32,49,5640,99999,99999,PA,Washington PA,CHARLEROI VTD 06,4299999,4299999,Charleroi School District
15022,42,900,9,46,49,5640,99999,99999,PA,Washington PA,FALLOWFIELD TWP VTD 01,4299999,4299999,Charleroi School District
15022,42,910,9,46,49,5640,99999,99999,PA,Washington PA,FALLOWFIELD TWP VTD 02,4299999,4299999,Charleroi School District
15022,42,920,9,46,49,5640,99999,99999,PA,Washington PA,FALLOWFIELD TWP VTD 03*,4299999,4299999,Charleroi School District
15022,42,930,9,46,49,5640,99999,99999,PA,Washington PA,FALLOWFIELD TWP VTD 04*,4299999,4299999,Charleroi School District
15022,42,1040,9,46,49,4710,99999,99999,PA,Washington PA,LONG BRANCH Voting District*,4299999,4299999,California Area School District
15022,42,1270,9,46,49,5640,99999,99999,PA,Washington PA,NORTH CHARLEROI VTD 01,4299999,4299999,Charleroi School District
15022,42,1280,9,46,49,5640,99999,99999,PA,Washington PA,NORTH CHARLEROI VTD 02,4299999,4299999,Charleroi School District
15022,42,1700,9,32,49,5640,99999,99999,PA,Washington PA,SPEERS Voting District*,4299999,4299999,Charleroi School District
15022,42,1720,9,46,49,5640,99999,99999,PA,Washington PA,TWILIGHT Voting District*,4299999,4299999,Charleroi School District
15024,42,1091,14,45,33,2190,99999,99999,PA,Allegheny PA,CHESWICK DIST 01*,4299999,4299999,Allegheny Valley School District
15024,42,1101,14,45,33,2190,99999,99999,PA,Allegheny PA,CHESWICK DIST 02*,4299999,4299999,Allegheny Valley School District
15024,42,2650,14,45,33,2190,99999,99999,PA,Allegheny PA,HARMAR TWP DIST 01,4299999,4299999,Allegheny Valley School District
15024,42,2660,14,45,33,2190,99999,99999,PA,Allegheny PA,HARMAR TWP DIST 02*,4299999,4299999,Allegheny Valley School District
15024,42,2670,14,45,33,2190,99999,99999,PA,Allegheny PA,HARMAR TWP DIST 03,4299999,4299999,Allegheny Valley School District
15024,42,2910,12,38,33,10070,99999,99999,PA,Allegheny PA,INDIANA TWP DIST 01,4299999,4299999,Fox Chapel Area School District
