ZIP Census Tabulation Area,FIPS state,vtd,fedRep,stateSen,stateRep,sduni,sdelm,sdsec,State Postal Code,county,Voting District Name,Elementary School District Name,Secondary School District Name,Unified School District Name
15102,42,486,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 03 DIST 02*,4299999,4299999,Bethel Park School District
15102,42,493,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 03 DIST 03,4299999,4299999,Bethel Park School District
15102,42,501,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 04 DIST 01*,4299999,4299999,Bethel Park School District
15102,42,511,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 04 DIST 02,4299999,4299999,Bethel Park School District
15102,42,522,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 04 DIST 03*,4299999,4299999,Bethel Park School District
15102,42,530,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 05 DIST 01,4299999,4299999,Bethel Park School District
15102,42,540,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 05 DIST 02*,4299999,4299999,Bethel Park School District
15102,42,542,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 05 DIST 03,4299999,4299999,Bethel Park School District
15102,42,542,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 05 DIST 03,4299999,4299999,Bethel Park School District
15102,42,551,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 06 DIST 01,4299999,4299999,Bethel Park School District
15102,42,562,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 06 DIST 02,4299999,4299999,Bethel Park School District
15102,42,562,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 06 DIST 02,4299999,4299999,Bethel Park School District
15102,42,565,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 06 DIST 03,4299999,4299999,Bethel Park School District
15102,42,571,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 07 DIST 01,4299999,4299999,Bethel Park School District
15102,42,576,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 07 DIST 02*,4299999,4299999,Bethel Park School District
15102,42,582,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 07 DIST 03,4299999,4299999,Bethel Park School District
15102,42,591,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 08 DIST 01,4299999,4299999,Bethel Park School District
15102,42,591,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 08 DIST 01,4299999,4299999,Bethel Park School District
15102,42,596,18,37,42,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 08 DIST 02*,4299999,4299999,Bethel Park School District
15102,42,602,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 08 DIST 04,4299999,4299999,Bethel Park School District
15102,42,603,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 08 DIST 03,4299999,4299999,Bethel Park School District
15102,42,623,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 09 DIST 01,4299999,4299999,Bethel Park School District
15102,42,624,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 09 DIST 03*,4299999,4299999,Bethel Park School District
15102,42,625,18,37,40,3510,99999,99999,PA,Allegheny PA,BETHEL PARK WD 09 DIST 02*,4299999,4299999,Bethel Park School District
15104,42,711,14,45,34,16500,99999,99999,PA,Allegheny PA,BRADDOCK WD 01*,4299999,4299999,Woodland Hills School District
15104,42,720,14,45,34,16500,99999,99999,PA,Allegheny PA,BRADDOCK WD 02*,4299999,4299999,Woodland Hills School District
15104,42,721,14,45,34,16500,99999,99999,PA,Allegheny PA,BRADDOCK WD 03*,4299999,4299999,Woodland Hills School District
15104,42,4950,14,45,34,16500,99999,99999,PA,Allegheny PA,NORTH BRADDOCK WD 01 DIST 01,4299999,4299999,Woodland Hills School District
15104,42,4960,14,45,34,16500,99999,99999,PA,Allegheny PA,NORTH BRADDOCK WD 01 DIST 02,4299999,4299999,Woodland Hills School District
15104,42,4971,14,45,34,16500,99999,99999,PA,Allegheny PA,NORTH BRADDOCK WD 01 DIST 03,4299999,4299999,Woodland Hills School District
15104,42,4991,14,45,34,16500,99999,99999,PA,Allegheny PA,NORTH BRADDOCK WD 02 DIST 01,4299999,4299999,Woodland Hills School District
15104,42,5001,14,45,34,16500,99999,99999,PA,Allegheny PA,NORTH BRADDOCK WD 02 DIST 02,4299999,4299999,Woodland Hills School District
15104,42,5030,14,45,34,16500,99999,99999,PA,Allegheny PA,NORTH BRADDOCK WD 03 DIST 01*,4299999,4299999,Woodland Hills School District
15104,42,5041,14,45,34,16500,99999,99999,PA,Allegheny PA,NORTH BRADDOCK WD 03 DIST 02*,4299999,4299999,Woodland Hills School District
15104,42,E210,14,45,34,16500,99999,99999,PA,Allegheny PA,RANKIN DIST 01*,4299999,4299999,Woodland Hills School District
15104,42,E220,14,45,34,16500,99999,99999,PA,Allegheny PA,RANKIN DIST 02*,4299999,4299999,Woodland Hills School District
15104,42,E230,14,45,34,16500,99999,99999,PA,Allegheny PA,RANKIN DIST 03*,4299999,4299999,Woodland Hills School District
15104,42,F740,14,43,34,16500,99999,99999,PA,Allegheny PA,SWISSVALE DIST 01,4299999,4299999,Woodland Hills School District
15106,42,920,18,42,45,5040,99999,99999,PA,Allegheny PA,CARNEGIE WD 01 DIST 01,4299999,4299999,Carlynton School District
15106,42,930,18,42,45,5040,99999,99999,PA,Allegheny PA,CARNEGIE WD 01 DIST 02,4299999,4299999,Carlynton School District
15106,42,940,18,42,45,5040,99999,99999,PA,Allegheny PA,CARNEGIE WD 01 DIST 03,4299999,4299999,Carlynton School District
15106,42,950,18,42,45,5040,99999,99999,PA,Allegheny PA,CARNEGIE WD 01 DIST 04,4299999,4299999,Carlynton School District
15106,42,961,18,42,45,5040,99999,99999,PA,Allegheny PA,CARNEGIE WD 02 DIST 01*,4299999,4299999,Carlynton School District
15106,42,980,18,42,45,5040,99999,99999,PA,Allegheny PA,CARNEGIE WD 02 DIST 02*,4299999,4299999,Carlynton School District
15106,42,990,18,42,45,5040,99999,99999,PA,Allegheny PA,CARNEGIE WD 02 DIST 03*,4299999,4299999,Carlynton School District
15106,42,1000,18,42,45,5040,99999,99999,PA,Allegheny PA,CARNEGIE WD 02 DIST 04*,4299999,4299999,Carlynton School District
15106,42,1290,18,37,44,5700,99999,99999,PA,Allegheny PA,COLLIER TWP WD 02,4299999,4299999,Chartiers Valley School District
15106,42,1281,18,37,44,5700,99999,99999,PA,Allegheny PA,COLLIER TWP WD 01,4299999,4299999,Chartiers Valley School District
15106,42,1281,18,37,45,5700,99999,99999,PA,Allegheny PA,COLLIER TWP WD 01,4299999,4299999,Chartiers Valley School District
15106,42,1290,18,37,44,5700,99999,99999,PA,Allegheny PA,COLLIER TWP WD 02,4299999,4299999,Chartiers Valley School District
15106,42,1300,18,37,45,5700,99999,99999,PA,Allegheny PA,COLLIER TWP WD 03,4299999,4299999,Chartiers Valley School District
15106,42,2501,14,42,42,12750,99999,99999,PA,Allegheny PA,GREEN TREE DIST 02*,4299999,4299999,Keystone Oaks School District
15106,42,2521,14,42,42,12750,99999,99999,PA,Allegheny PA,GREEN TREE DIST 04*,4299999,4299999,Keystone Oaks School District
15106,42,2801,18,42,45,5700,99999,99999,PA,Allegheny PA,HEIDELBERG DIST 01*,4299999,4299999,Chartiers Valley School District
15106,42,D140,14,42,27,19170,99999,99999,PA,Allegheny PA,PITTSBURGH WD 28 DIST 01*,4299999,4299999,Pittsburgh School District
15106,42,E342,18,42,45,15720,99999,99999,PA,Allegheny PA,ROBINSON TWP DIST 01*,4299999,4299999,Montour School District
15106,42,E770,18,42,42,5040,99999,99999,PA,Allegheny PA,ROSSLYN FARMS Voting District*,4299999,4299999,Carlynton School District
15106,42,E780,18,42,45,5700,99999,99999,PA,Allegheny PA,SCOTT TWP WD 01 DIST 01*,4299999,4299999,Chartiers Valley School District
15106,42,E791,18,42,45,5700,99999,99999,PA,Allegheny PA,SCOTT TWP WD 01 DIST 02*,4299999,4299999,Chartiers Valley School District
15106,42,E810,18,42,45,5700,99999,99999,PA,Allegheny PA,SCOTT TWP WD 02 DIST 01*,4299999,4299999,Chartiers Valley School District
15106,42,E815,18,42,45,5700,99999,99999,PA,Allegheny PA,SCOTT TWP WD 02 DIST 02*,4299999,4299999,Chartiers Valley School District
15106,42,E891,18,42,45,5700,99999,99999,PA,Allegheny PA,SCOTT TWP WD 05 DIST 01*,4299999,4299999,Chartiers Valley School District
15106,42,E931,18,42,42,5700,99999,99999,PA,Allegheny PA,SCOTT TWP WD 06 DIST 02*,4299999,4299999,Chartiers Valley School District
15108,42,1331,14,42,45,6810,99999,99999,PA,Allegheny PA,CORAOPOLIS WD 01 DIST 01*,4299999,4299999,Cornell School District
15108,42,1341,14,42,45,6810,99999,99999,PA,Allegheny PA,CORAOPOLIS WD 01 DIST 02,4299999,4299999,Cornell School District
15108,42,1351,14,42,45,6810,99999,99999,PA,Allegheny PA,CORAOPOLIS WD 02 DIST 01,4299999,4299999,Cornell School District
15108,42,1371,14,42,45,6810,99999,99999,PA,Allegheny PA,CORAOPOLIS WD 03 DIST 01,4299999,4299999,Cornell School District
15108,42,1381,14,42,45,6810,99999,99999,PA,Allegheny PA,CORAOPOLIS WD 03 DIST 02,4299999,4299999,Cornell School District
15108,42,1390,14,42,45,6810,99999,99999,PA,Allegheny PA,CORAOPOLIS WD 04 DIST 01,4299999,4299999,Cornell School District
15108,42,1400,14,42,45,6810,99999,99999,PA,Allegheny PA,CORAOPOLIS WD 04 DIST 02*,4299999,4299999,Cornell School District
15108,42,2180,18,37,44,25200,99999,99999,PA,Allegheny PA,FINDLAY TWP DIST 01,4299999,4299999,West Allegheny School District
15108,42,2190,18,37,44,25200,99999,99999,PA,Allegheny PA,FINDLAY TWP DIST 02,4299999,4299999,West Allegheny School District
15108,42,2200,18,37,44,25200,99999,99999,PA,Allegheny PA,FINDLAY TWP DIST 03*,4299999,4299999,West Allegheny School District
15108,42,3091,14,42,45,15720,99999,99999,PA,Allegheny PA,KENNEDY TWP DIST 01*,4299999,4299999,Montour School District
15108,42,3101,14,42,45,15720,99999,99999,PA,Allegheny PA,KENNEDY TWP DIST 03*,4299999,4299999,Montour School District
15108,42,3125,14,42,45,15720,99999,99999,PA,Allegheny PA,KENNEDY TWP DIST 05*,4299999,4299999,Montour School District
15108,42,3135,14,42,45,15720,99999,99999,PA,Allegheny PA,KENNEDY TWP DIST 07*,4299999,4299999,Montour School District
15108,42,4241,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 01,4299999,4299999,Moon Area School District
15108,42,4245,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 02,4299999,4299999,Moon Area School District
15108,42,4251,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 03,4299999,4299999,Moon Area School District
15108,42,4281,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 07*,4299999,4299999,Moon Area School District
15108,42,4301,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 09*,4299999,4299999,Moon Area School District
15108,42,4311,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 11*,4299999,4299999,Moon Area School District
15108,42,4330,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 10*,4299999,4299999,Moon Area School District
15108,42,4341,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 13*,4299999,4299999,Moon Area School District
15108,42,4245,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 02,4299999,4299999,Moon Area School District
15108,42,4255,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 04*,4299999,4299999,Moon Area School District
15108,42,4261,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 05*,4299999,4299999,Moon Area School District
15108,42,4271,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 06*,4299999,4299999,Moon Area School District
15108,42,4291,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 08*,4299999,4299999,Moon Area School District
15108,42,4301,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 09*,4299999,4299999,Moon Area School District
15108,42,4311,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 11*,4299999,4299999,Moon Area School District
15108,42,4330,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 10*,4299999,4299999,Moon Area School District
15108,42,4331,18,37,44,15830,99999,99999,PA,Allegheny PA,MOON TWP DIST 12*,4299999,4299999,Moon Area School District
15108,42,5076,18,37,44,25200,99999,99999,PA,Allegheny PA,NORTH FAYETTE TWP DIST 03*,4299999,4299999,West Allegheny School District
15108,42,5071,18,37,44,25200,99999,99999,PA,Allegheny PA,NORTH FAYETTE TWP DIST 02*,4299999,4299999,West Allegheny School District
15108,42,5076,18,37,44,25200,99999,99999,PA,Allegheny PA,NORTH FAYETTE TWP DIST 03*,4299999,4299999,West Allegheny School District
15108,42,5091,18,37,44,25200,99999,99999,PA,Allegheny PA,NORTH FAYETTE TWP DIST 05*,4299999,4299999,West Allegheny School District
15108,42,E351,14,42,45,15720,99999,99999,PA,Allegheny PA,ROBINSON TWP DIST 03*,4299999,4299999,Montour School District
15108,42,E361,14,42,45,15720,99999,99999,PA,Allegheny PA,ROBINSON TWP DIST 05*,4299999,4299999,Montour School District
15108,42,E371,18,42,44,15720,99999,99999,PA,Allegheny PA,ROBINSON TWP DIST 07*,4299999,4299999,Montour School District
15108,42,E381,18,42,44,15720,99999,99999,PA,Allegheny PA,ROBINSON TWP DIST 09*,4299999,4299999,Montour School District
15110,42,1680,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 01 DIST 01*,4299999,4299999,Duquesne City School District
15110,42,1690,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 01 DIST 02*,4299999,4299999,Duquesne City School District
15110,42,1700,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 01 DIST 03,4299999,4299999,Duquesne City School District
15110,42,1710,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 01 DIST 04,4299999,4299999,Duquesne City School District
15110,42,1730,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 02 DIST 01*,4299999,4299999,Duquesne City School District
15110,42,1740,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 02 DIST 02*,4299999,4299999,Duquesne City School District
15110,42,1750,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 02 DIST 03*,4299999,4299999,Duquesne City School District
15110,42,1770,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 03 DIST 01*,4299999,4299999,Duquesne City School District
15110,42,1780,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 03 DIST 02*,4299999,4299999,Duquesne City School District
15110,42,1790,14,45,35,8010,99999,99999,PA,Allegheny PA,DUQUESNE WD 03 DIST 03*,4299999,4299999,Duquesne City School District
15112,42,1080,14,43,34,16500,99999,99999,PA,Allegheny PA,CHALFANT Voting District*,4299999,4299999,Woodland Hills School District
15112,42,1880,14,45,35,16500,99999,99999,PA,Allegheny PA,EAST PITTSBURGH WD 01,4299999,4299999,Woodland Hills School District
15112,42,1890,14,45,35,16500,99999,99999,PA,Allegheny PA,EAST PITTSBURGH WD 02*,4299999,4299999,Woodland Hills School District
15112,42,1901,14,45,35,16500,99999,99999,PA,Allegheny PA,EAST PITTSBURGH WD 03,4299999,4299999,Woodland Hills School District
15112,42,4971,14,45,34,16500,99999,99999,PA,Allegheny PA,NORTH BRADDOCK WD 01 DIST 03,4299999,4299999,Woodland Hills School District
15112,42,G920,14,43,34,16500,99999,99999,PA,Allegheny PA,WILKINS TWP WD 02 DIST 02*,4299999,4299999,Woodland Hills School District
15116,42,2541,12,40,30,11400,99999,99999,PA,Allegheny PA,HAMPTON TWP DIST 01*,4299999,4299999,Hampton Township School District
15116,42,2541,12,40,30,11400,99999,99999,PA,Allegheny PA,HAMPTON TWP DIST 01*,4299999,4299999,Hampton Township School District
15116,42,2586,12,40,30,11400,99999,99999,PA,Allegheny PA,HAMPTON TWP DIST 07*,4299999,4299999,Hampton Township School District
15116,42,2940,12,38,33,10070,99999,99999,PA,Allegheny PA,INDIANA TWP DIST 04*,4299999,4299999,Fox Chapel Area School District
15116,42,5210,12,38,30,10070,99999,99999,PA,Allegheny PA,O HARA TWP WD 02 DIST 02,4299999,4299999,Fox Chapel Area School District
15116,42,E475,12,40,21,17220,99999,99999,PA,Allegheny PA,ROSS TWP WD 02 DIST 02,4299999,4299999,North Hills School District
15116,42,E725,12,40,30,17220,99999,99999,PA,Allegheny PA,ROSS TWP WD 09 DIST 01*,4299999,4299999,North Hills School District
15116,42,E725,12,40,30,17220,99999,99999,PA,Allegheny PA,ROSS TWP WD 09 DIST 01*,4299999,4299999,North Hills School District
15116,42,F170,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 03 DIST 03,4299999,4299999,Shaler Area School District
15116,42,F171,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 03 DIST 04,4299999,4299999,Shaler Area School District
15116,42,F172,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 03 DIST 05,4299999,4299999,Shaler Area School District
15116,42,F320,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 07 DIST 04,4299999,4299999,Shaler Area School District
15116,42,F180,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 04 DIST 01*,4299999,4299999,Shaler Area School District
15116,42,F190,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 04 DIST 02*,4299999,4299999,Shaler Area School District
15116,42,F200,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 04 DIST 03,4299999,4299999,Shaler Area School District
15116,42,F201,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 04 DIST 04,4299999,4299999,Shaler Area School District
15116,42,F202,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 04 DIST 05,4299999,4299999,Shaler Area School District
15116,42,F210,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 05 DIST 01*,4299999,4299999,Shaler Area School District
15116,42,F220,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 05 DIST 02,4299999,4299999,Shaler Area School District
15116,42,F230,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 05 DIST 03*,4299999,4299999,Shaler Area School District
15116,42,F250,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 06 DIST 01,4299999,4299999,Shaler Area School District
15116,42,F260,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 06 DIST 02*,4299999,4299999,Shaler Area School District
15116,42,F270,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 06 DIST 03*,4299999,4299999,Shaler Area School District
15116,42,F281,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 06 DIST 05,4299999,4299999,Shaler Area School District
15116,42,F142,12,40,30,21200,99999,99999,PA,Allegheny PA,42003F142,4299999,4299999,Shaler Area School District
15116,42,F160,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 03 DIST 02*,4299999,4299999,Shaler Area School District
15116,42,F180,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 04 DIST 01*,4299999,4299999,Shaler Area School District
15116,42,F210,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 05 DIST 01*,4299999,4299999,Shaler Area School District
15116,42,F220,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 05 DIST 02,4299999,4299999,Shaler Area School District
15116,42,F241,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 05 DIST 05*,4299999,4299999,Shaler Area School District
15116,42,F310,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 07 DIST 03,4299999,4299999,Shaler Area School District
15116,42,F320,12,40,30,21200,99999,99999,PA,Allegheny PA,SHALER TWP WD 07 DIST 04,4299999,4299999,Shaler Area School District
15120,42,2821,14,43,35,22790,99999,99999,PA,Allegheny PA,HOMESTEAD WD 01 DIST 01*,4299999,4299999,Steel Valley School District
15120,42,2830,14,43,35,22790,99999,99999,PA,Allegheny PA,HOMESTEAD WD 01 DIST 02*,4299999,4299999,Steel Valley School District
15120,42,2851,14,43,35,22790,99999,99999,PA,Allegheny PA,HOMESTEAD WD 02 DIST 01*,4299999,4299999,Steel Valley School District
15120,42,2870,14,43,35,22790,99999,99999,PA,Allegheny PA,HOMESTEAD WD 02 DIST 02,4299999,4299999,Steel Valley School District
15120,42,2881,14,43,35,22790,99999,99999,PA,Allegheny PA,HOMESTEAD WD 03 DIST 01*,4299999,4299999,Steel Valley School District
15120,42,2900,14,43,35,22790,99999,99999,PA,Allegheny PA,HOMESTEAD WD 03 DIST 02,4299999,4299999,Steel Valley School District
15120,42,4800,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 01,4299999,4299999,Steel Valley School District
15120,42,4810,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 02,4299999,4299999,Steel Valley School District
15120,42,4820,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 03,4299999,4299999,Steel Valley School District
15120,42,4830,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 04,4299999,4299999,Steel Valley School District
15120,42,4840,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 05,4299999,4299999,Steel Valley School District
15120,42,4850,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 06*,4299999,4299999,Steel Valley School District
15120,42,4860,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 07,4299999,4299999,Steel Valley School District
15120,42,4870,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 08,4299999,4299999,Steel Valley School District
15120,42,4880,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 09,4299999,4299999,Steel Valley School District
15120,42,4890,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 10*,4299999,4299999,Steel Valley School District
15120,42,4900,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 11*,4299999,4299999,Steel Valley School District
15120,42,4910,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 12,4299999,4299999,Steel Valley School District
15120,42,D710,14,43,36,19170,99999,99999,PA,Allegheny PA,PITTSBURGH WD 31 DIST 02,4299999,4299999,Pittsburgh School District
15120,42,D770,14,43,36,19170,99999,99999,PA,Allegheny PA,PITTSBURGH WD 31 DIST 05,4299999,4299999,Pittsburgh School District
15120,42,D810,14,43,36,19170,99999,99999,PA,Allegheny PA,PITTSBURGH WD 31 DIST 07,4299999,4299999,Pittsburgh School District
15120,42,G341,14,43,36,22790,99999,99999,PA,Allegheny PA,WEST HOMESTEAD DIST 01,4299999,4299999,Steel Valley School District
15120,42,G360,14,43,36,22790,99999,99999,PA,Allegheny PA,WEST HOMESTEAD DIST 03,4299999,4299999,Steel Valley School District
15120,42,G370,14,43,36,22790,99999,99999,PA,Allegheny PA,WEST HOMESTEAD DIST 02,4299999,4299999,Steel Valley School District
15120,42,G650,14,43,35,25680,99999,99999,PA,Allegheny PA,WHITAKER DIST 01*,4299999,4299999,West Mifflin Area School District
15120,42,G660,14,43,35,25680,99999,99999,PA,Allegheny PA,WHITAKER DIST 02*,4299999,4299999,West Mifflin Area School District
15122,42,4910,14,43,35,22790,99999,99999,PA,Allegheny PA,MUNHALL DIST 12,4299999,4299999,Steel Valley School District
15122,42,E020,18,37,38,25590,99999,99999,PA,Allegheny PA,PLEASANT HILLS DIST 05*,4299999,4299999,West Jefferson Hills School District
15122,42,G380,14,43,35,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 01*,4299999,4299999,West Mifflin Area School District
15122,42,G380,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 01*,4299999,4299999,West Mifflin Area School District
15122,42,G390,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 02*,4299999,4299999,West Mifflin Area School District
15122,42,G400,14,43,35,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 03,4299999,4299999,West Mifflin Area School District
15122,42,G410,14,43,35,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 04,4299999,4299999,West Mifflin Area School District
15122,42,G420,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 05,4299999,4299999,West Mifflin Area School District
15122,42,G430,14,43,35,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 06*,4299999,4299999,West Mifflin Area School District
15122,42,G430,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 06*,4299999,4299999,West Mifflin Area School District
15122,42,G440,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 07,4299999,4299999,West Mifflin Area School District
15122,42,G450,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 08,4299999,4299999,West Mifflin Area School District
15122,42,G460,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 09,4299999,4299999,West Mifflin Area School District
15122,42,G470,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 10,4299999,4299999,West Mifflin Area School District
15122,42,G480,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 11,4299999,4299999,West Mifflin Area School District
15122,42,G490,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 12,4299999,4299999,West Mifflin Area School District
15122,42,G500,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 13,4299999,4299999,West Mifflin Area School District
15122,42,G510,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 14,4299999,4299999,West Mifflin Area School District
15122,42,G520,14,43,35,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 15,4299999,4299999,West Mifflin Area School District
15122,42,G530,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 16,4299999,4299999,West Mifflin Area School District
15122,42,G540,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 17,4299999,4299999,West Mifflin Area School District
15122,42,G550,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 18,4299999,4299999,West Mifflin Area School District
15122,42,G560,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 19,4299999,4299999,West Mifflin Area School District
15122,42,G570,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 20,4299999,4299999,West Mifflin Area School District
15122,42,G580,14,43,38,25680,99999,99999,PA,Allegheny PA,WEST MIFFLIN DIST 21*,4299999,4299999,West Mifflin Area School District
15122,42,G660,14,43,35,25680,99999,99999,PA,Allegheny PA,WHITAKER DIST 02*,4299999,4299999,West Mifflin Area School District
15126,42,2180,18,37,44,25200,99999,99999,PA,Allegheny PA,FINDLAY TWP DIST 01,4299999,4299999,West Allegheny School District
15126,42,2190,18,37,44,25200,99999,99999,PA,Allegheny PA,FINDLAY TWP DIST 02,4299999,4299999,West Allegheny School District
